brand,model,variant,body_type,fuel_type,transmission,engine_spec,price_range_exshowroom_in_lakh,mileage_or_range,seating_capacity,boot_space_liters,safety_rating,features,key_highlights,pros,cons,best_for,brochure_link
Kia,Suyer,HTX,SUV,Petrol,Manual,1.2L Smartstream Petrol (83PS/114Nm),12.19,17 kmpl,5,433,Not specified,Touchscreen 4 airbags,Feature mid Seltos,Good features,Manual,Feature Seltos,https://www.kia.com/in/home.html
Kia,Suyer,HTX+,SUV,Petrol,Manual,1.2L Smartstream Petrol (83PS/114Nm),12.69,17 kmpl,5,433,Not specified,Touchscreen premium,Top mid Seltos,Best features,Expensive,Top mid Seltos,https://www.kia.com/in/home.html
Kia,Suyer,GTX,SUV,Petrol,Manual,1.5L Diesel (115PS/250Nm),13.69,16 kmpl,5,433,Not specified,Diesel mid Seltos,Mid Diesel Seltos,Powerful diesel,Price higher,Diesel Seltos,https://www.kia.com/in/home.html
Kia,Suyer,GTX+,SUV,Petrol,Manual,1.5L Diesel (115PS/250Nm),14.69,16 kmpl,5,433,Not specified,Diesel 6 airbags,Top Diesel Seltos,Best Diesel safety,Expensive,Top Diesel,https://www.kia.com/in/home.html
Kia,Suyer,GTX+,SUV,Diesel,Automatic AT,1.5L Diesel (115PS/250Nm),15.69,15.5 kmpl,5,433,Not specified,Diesel AT premium,Diesel AT Seltos,Easy AT diesel,AT price,AT Diesel Seltos,https://www.kia.com/in/home.html
Kia,Suyer,XLine,SUV,Petrol,Manual,1.4L Turbo Petrol (140PS/242Nm),14.19,16.5 kmpl,5,433,Not specified,XLine sport,Sport XLine Seltos,Sporty XLine,Price higher,XLine Seltos,https://www.kia.com/in/home.html
Kia,Suyer,XLine+,SUV,Petrol,Automatic DCT,1.4L Turbo Petrol (140PS/242Nm),15.19,16 kmpl,5,433,Not specified,XLine DCT sport,DCT XLine Seltos,Easy DCT sport,DCT price,DCT XLine,https://www.kia.com/in/home.html
Kia,Suyer,GTX+,SUV,Petrol,Manual,1.4L Turbo Petrol (140PS/242Nm),16.19,16.5 kmpl,5,433,Not specified,Turbo 6 airbags,Top Turbo Seltos,Best Turbo,High price,Top Turbo,https://www.kia.com/in/home.html
Kia,Suyer,GTX+,SUV,Petrol,Automatic DCT,1.4L Turbo Petrol (140PS/242Nm),17.19,16 kmpl,5,433,Not specified,Turbo DCT ultimate,Ultimate Turbo DCT,Best Turbo DCT,Most expensive,Ultimate Turbo,https://www.kia.com/in/home.html
Kia,Syer,HTK,SUV,Petrol,Manual,1.2L Smartstream Petrol (83PS/114Nm),9.5,18 kmpl,5,Not specified,Not specified,Touchscreen basic,Entry Syros affordable,Budget SUV-B,Basic features,Budget Syros,https://www.kia.com/in/home.html
Kia,Syer,HTK+,SUV,Petrol,Manual,1.2L Smartstream Petrol (83PS/114Nm),10,18 kmpl,5,Not specified,Not specified,Touchscreen dual airbags,Popular mid Syros,Good balance,Price higher,Value Syros,https://www.kia.com/in/home.html
Kia,Syer,HTX,SUV,Petrol,Manual,1.2L Smartstream Petrol (83PS/114Nm),10.5,18 kmpl,5,Not specified,Not specified,Touchscreen 4 airbags,Feature mid Syros,Good features,Manual,Feature Syros,https://www.kia.com/in/home.html
Kia,Syer,HTX+,SUV,Petrol,Manual,1.2L Smartstream Petrol (83PS/114Nm),11,18 kmpl,5,Not specified,Not specified,Touchscreen premium,Top mid Syros,Best features,Expensive,Top mid Syros,https://www.kia.com/in/home.html
Kia,Syer,GTX,SUV,Petrol,Manual,1.0L Turbo Petrol (120PS/170Nm),11.5,17 kmpl,5,Not specified,Not specified,Turbo mid Syros,Mid Turbo Syros,Powerful turbo,Price higher,Turbo Syros,https://www.kia.com/in/home.html
Kia,Syer,GTX+,SUV,Petrol,Manual,1.0L Turbo Petrol (120PS/170Nm),12,17 kmpl,5,Not specified,Not specified,Turbo premium Syros,Turbo top Syros,Best Turbo,High price,Turbo top,https://www.kia.com/in/home.html
Kia,Syer,DCT,SUV,Petrol,Automatic DCT,1.0L Turbo Petrol (120PS/170Nm),13,16.5 kmpl,5,Not specified,Not specified,Turbo DCT Syros,DCT Turbo Syros,Easy DCT drive,DCT price,DCT Turbo,https://www.kia.com/in/home.html
Kia,Syer,DCT+,SUV,Petrol,Automatic DCT,1.0L Turbo Petrol (120PS/170Nm),14,16.5 kmpl,5,Not specified,Not specified,Turbo DCT premium,DCT+ Turbo Syros,Best DCT+,Expensive,DCT+,https://www.kia.com/in/home.html
Kia,Syer,Ultimate,SUV,Petrol,Automatic DCT,1.0L Turbo Petrol (120PS/170Nm),15,16.5 kmpl,5,Not specified,Not specified,Turbo DCT ultimate,Ultimate Syros,Ultimate features,Most expensive,Ultimate,https://www.kia.com/in/home.html
Kia,Carens,Plus,SUV,Petrol,Manual,1.5L Smartstream Petrol (113PS/144Nm),10.52,17.5 kmpl,7,Not specified,Not specified,Touchscreen basic,Entry Carens 7 seater,Budget 7 seater MPV,Basic features,Budget 7 seater,https://www.kia.com/in/home.html
Kia,Carens,Prime,SUV,Petrol,Manual,1.5L Smartstream Petrol (113PS/144Nm),11.52,17.5 kmpl,7,Not specified,Not specified,Touchscreen dual airbags,Popular mid Carens,Good balance,Price higher,Value Carens,https://www.kia.com/in/home.html
Kia,Carens,Prime+,SUV,Petrol,Manual,1.5L Smartstream Petrol (113PS/144Nm),12.52,17.5 kmpl,7,Not specified,Not specified,Touchscreen 4 airbags,Feature mid Carens,Good features,Manual,Feature Carens,https://www.kia.com/in/home.html
Kia,Carens,Platinum,SUV,Petrol,Manual,1.5L Smartstream Petrol (113PS/144Nm),13.52,17.5 kmpl,7,Not specified,Not specified,Touchscreen premium,Top mid Carens,Best features,Expensive,Top mid Carens,https://www.kia.com/in/home.html
Kia,Carens,Platinum+,SUV,Petrol,Manual,1.5L Smartstream Petrol (113PS/144Nm),14.52,17.5 kmpl,7,Not specified,Not specified,Touchscreen 6 airbags,Top Carens safety,Best safety,Price higher,Safety Carens,https://www.kia.com/in/home.html
Kia,Carens,Platinum+,SUV,Petrol,Automatic IVT,1.5L Smartstream Petrol (113PS/144Nm),15.52,17 kmpl,7,Not specified,Not specified,IVT automatic premium,IVT Carens,Easy IVT drive,IVT price,IVT Carens,https://www.kia.com/in/home.html
Kia,Carens,Diesel,SUV,Diesel,Manual,1.5L Diesel (115PS/250Nm),14.52,16 kmpl,7,Not specified,Not specified,Diesel mid Carens,Mid Diesel Carens,Powerful diesel,Price higher,Diesel Carens,https://www.kia.com/in/home.html
Kia,Carens,Diesel+,SUV,Diesel,Automatic AT,1.5L Diesel (115PS/250Nm),16.52,15.5 kmpl,7,Not specified,Not specified,Diesel AT premium,Diesel AT Carens,Easy AT diesel,AT price,AT Diesel Carens,https://www.kia.com/in/home.html
Kia,Carens Clavis,HTK,SUV,Petrol,Manual,1.5L Smartstream Petrol (113PS/144Nm),11.5,15.95 kmpl,7,Not specified,Not specified,Touchscreen basic,Entry Clavis 7 seater,Budget Clavis,Basic features,Budget Clavis,https://www.kia.com/in/home.html
Kia,Carens Clavis,HTX,SUV,Petrol,Manual,1.5L Smartstream Petrol (113PS/144Nm),12.5,15.95 kmpl,7,Not specified,Not specified,Touchscreen dual airbags,Popular mid Clavis,Good balance,Price higher,Value Clavis,https://www.kia.com/in/home.html
Kia,Carens Clavis,HTX+,SUV,Petrol,Manual,1.5L Smartstream Petrol (113PS/144Nm),13.5,15.95 kmpl,7,Not specified,Not specified,Touchscreen 4 airbags,Feature mid Clavis,Good features,Manual,Feature Clavis,https://www.kia.com/in/home.html
Kia,Carens Clavis,GTX,SUV,Petrol,Manual,1.5L Smartstream Petrol (113PS/144Nm),14.5,15.95 kmpl,7,Not specified,Not specified,Touchscreen premium,Top mid Clavis,Best features,Expensive,Top mid Clavis,https://www.kia.com/in/home.html
Kia,Carens Clavis,GTX+,SUV,Petrol,Manual,1.5L Smartstream Petrol (113PS/144Nm),15.5,15.95 kmpl,7,Not specified,Not specified,Touchscreen 6 airbags,Top Clavis safety,Best safety,Price higher,Safety Clavis,https://www.kia.com/in/home.html
Kia,Carens Clavis,GTX+,SUV,Petrol,Automatic IVT,1.5L Smartstream Petrol (113PS/144Nm),16.5,15.5 kmpl,7,Not specified,Not specified,IVT automatic premium,IVT Clavis,Easy IVT drive,IVT price,IVT Clavis,https://www.kia.com/in/home.html
Kia,Carens Clavis,Diesel,SUV,Diesel,Manual,1.5L Diesel (115PS/250Nm),16.5,15 kmpl,7,Not specified,Not specified,Diesel mid Clavis,Mid Diesel Clavis,Powerful diesel,Price higher,Diesel Clavis,https://www.kia.com/in/home.html
Kia,Carens Clavis,Diesel+,SUV,Diesel,Automatic AT,1.5L Diesel (115PS/250Nm),18.5,14.5 kmpl,7,Not specified,Not specified,Diesel AT premium,Diesel AT Clavis,Easy AT diesel,AT price,AT Diesel Clavis,https://www.kia.com/in/home.html
Kia,Carens Clavis EV,Standard,Electric SUV,Electric,Automatic,42 kWh Electric Motor (134 bhp),17.99,404 km,7,Not specified,5 Star,6 airbags EV basic,Entry Clavis EV,Budget EV 7 seater,Basic EV infra,Budget EV,https://www.kia.com/in/home.html
Kia,Carens Clavis EV,Plus,Electric SUV,Electric,Automatic,42 kWh Electric Motor (170 bhp),19.99,404 km,7,Not specified,5 Star,Touchscreen EV premium,Mid EV Clavis,Good EV features,Expensive,Mid EV,https://www.kia.com/in/home.html
Kia,Carens Clavis EV,Ultimate,Electric SUV,Electric,Automatic,42 kWh Electric Motor (170 bhp),24.49,404 km,7,Not specified,5 Star,Touchscreen EV ultimate,Ultimate EV Clavis,Ultimate EV features,Most expensive,Ultimate EV,https://www.kia.com/in/home.html
Kia,Carnival,Limousine,MPV,Diesel,Manual,2.2L CRDi Diesel (190PS/440Nm),63.91,13.5 kmpl,7,Not specified,Not specified,Luxury premium MPV,Entry Carnival,Luxury liner MPV,Basic features,Luxury entry,https://www.kia.com/in/home.html
Kia,Carnival,Limousine,MPV,Diesel,Manual,2.2L CRDi Diesel (190PS/440Nm),63.91,13.5 kmpl,7,Not specified,Not specified,Luxury ultimate,Top Carnival,Ultimate luxury,Expensive,Ultimate luxury,https://www.kia.com/in/home.html
Kia,EV6,GT-Lines,Electric SUV,Electric,Automatic,77.4 kWh Electric Motor (239 bhp),65.97,561 km,5,Not specified,5 Star,6 airbags EV premium,Entry EV6,Premium EV SUV,Basic EV infra,Premium EV,https://www.kia.com/in/home.html
Kia,EV9,Standard,Electric SUV,Electric,Automatic,200 kWh Electric Motor (379 bhp),130,561 km,6/7,Not specified,5 Star,Luxury EV ultimate,Entry EV9,Ultra luxury EV,Luxury infra,Ultra luxury,https://www.kia.com/in/home.html
